"Site","Transmitter","Antenna","MIMO_Mode","GPS有無","FREQUENCY_BAND","SITENO2","SITENO2枝番"
"3.4G_KI_L25GＸＧＰ京都京都市左京区第６３","3.4G_KI_L25GＸＧＰ京都京都市左京区第６３_1","【3.4GHz】暫定設計用_Omuni","","","3.4GHz-LTE","KU-00015","1"
