"Name","Longitude","Latitude","Equipment","FREQUENCY_BAND","SITENO2","SITENO2枝番","BBT-CODE_加入DFGC","BB局舎名_加入DFGC","RF数","基地局ベンダー"
"3.4G_KI_L25GＸＧＰ京都京都市左京区第６３","135.7718973","35.05177042","","3.4GHz-LTE","KU-00015","1","41-005","賀茂","","Ericsson"
