"設置位置ID","オーダーID","セクタ管理番号","ベンダー","ANT_NO","Transmitter_Name","RAN種別","BBT_CODE_加入DFGC","作業番号","帯域","BAND","BBU_sys","GPSフラグ"
"NX-07836_1","R001814503","NX-07836_00001","NOKIA","1","NI_L7M米子上福原_1","700M","64-009","6401278","10MHz","700MHz-LTE","N0011","0"
"NX-07836_1","R001814503","NX-07836_00002","NOKIA","2","NI_L7M米子上福原_2","700M","64-009","6401278","10MHz","700MHz-LTE","N0011","0"
"NX-07836_1","R001814503","NX-07836_00003","NOKIA","3","NI_L7M米子上福原_3","700M","64-009","6401278","10MHz","700MHz-LTE","N0011","0"
"NX-07880_1","R001814770","NX-07880_00001","NOKIA","1","NI_L7M米子久米町_1","700M","64-009","6401278","10MHz","700MHz-LTE","N0011","0"
"NX-07880_1","R001814770","NX-07880_00002","NOKIA","2","NI_L7M米子久米町_2","700M","64-009","6401278","10MHz","700MHz-LTE","N0011","0"
"NX-07880_1","R001814770","NX-07880_00003","NOKIA","3","NI_L7M米子久米町_3","700M","64-009","6401278","10MHz","700MHz-LTE","N0011","0"
"NX-08005_1","R001814561","NX-08005_00001","NOKIA","1","NI_L7M田方_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08005_1","R001814561","NX-08005_00002","NOKIA","2","NI_L7M田方_2","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08005_1","R001814561","NX-08005_00003","NOKIA","3","NI_L7M田方_3","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08022_1","R001814439","NX-08022_00001","NOKIA","1","NI_L7M安芸府中町城ヶ丘_1","700M","62-004","6361579","10MHz","700MHz-LTE","N0011","0"
"NX-08022_1","R001814439","NX-08022_00002","NOKIA","2","NI_L7M安芸府中町城ヶ丘_2","700M","62-004","6361579","10MHz","700MHz-LTE","N0011","0"
"NX-08022_1","R001814439","NX-08022_00003","NOKIA","3","NI_L7M安芸府中町城ヶ丘_3","700M","62-004","6361579","10MHz","700MHz-LTE","N0011","0"
"NX-08024_1","R001814442","NX-08024_00001","NOKIA","1","NI_L7M広島己斐上_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08024_1","R001814442","NX-08024_00002","NOKIA","2","NI_L7M広島己斐上_2","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08024_1","R001814442","NX-08024_00003","NOKIA","3","NI_L7M広島己斐上_3","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08029_1","R001814446","NX-08029_00001","NOKIA","1","NI_L7M広島相田_1","700M","62-214","6361525","10MHz","700MHz-LTE","N0011","0"
"NX-08029_1","R001814446","NX-08029_00002","NOKIA","2","NI_L7M広島相田_2","700M","62-214","6361525","10MHz","700MHz-LTE","N0011","0"
"NX-08029_1","R001814446","NX-08029_00003","NOKIA","3","NI_L7M広島相田_3","700M","62-214","6361525","10MHz","700MHz-LTE","N0011","0"
"NX-08070_1","R001826712","NX-08070_00001","NOKIA","1","NI_L7M呉広白石_1","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08070_1","R001826712","NX-08070_00002","NOKIA","2","NI_L7M呉広白石_2","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08070_1","R001826712","NX-08070_00003","NOKIA","3","NI_L7M呉広白石_3","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08090_1","R001814436","NX-08090_00001","NOKIA","1","NI_L7M広島山田町_1","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08090_1","R001814436","NX-08090_00002","NOKIA","2","NI_L7M広島山田町_2","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08090_1","R001814436","NX-08090_00003","NOKIA","3","NI_L7M広島山田町_3","700M","62-012","6361589","10MHz","700MHz-LTE","N0011","0"
"NX-08102_1","R001814587","NX-08102_00001","NOKIA","1","NI_L7M福山光南町_1","700M","62-216","6134831","10MHz","700MHz-LTE","N0012","0"
"NX-08102_1","R001814587","NX-08102_00002","NOKIA","2","NI_L7M福山光南町_2","700M","62-216","6134831","10MHz","700MHz-LTE","N0012","0"
"NX-08102_1","R001814587","NX-08102_00003","NOKIA","3","NI_L7M福山光南町_3","700M","62-216","6134831","10MHz","700MHz-LTE","N0012","0"
"NX-08110_1","R001814576","NX-08110_00001","NOKIA","1","NI_L7M福山東町_1","700M","62-216","6134831","10MHz","700MHz-LTE","N0012","0"
"NX-08110_1","R001814576","NX-08110_00002","NOKIA","2","NI_L7M福山東町_2","700M","62-216","6134831","10MHz","700MHz-LTE","N0012","0"
"NX-08110_1","R001814576","NX-08110_00003","NOKIA","3","NI_L7M福山東町_3","700M","62-216","6134831","10MHz","700MHz-LTE","N0012","0"
"NX-08300_1","R001814740","NX-08300_00001","NOKIA","1","NI_L7M福吉_1","700M","61-011","6361507","10MHz","700MHz-LTE","N0011","0"
"NX-08300_1","R001814740","NX-08300_00002","NOKIA","2","NI_L7M福吉_2","700M","61-011","6361507","10MHz","700MHz-LTE","N0011","0"
"NX-08300_1","R001814740","NX-08300_00003","NOKIA","3","NI_L7M福吉_3","700M","61-011","6361507","10MHz","700MHz-LTE","N0011","0"
"NX-08337_1","R001814741","NX-08337_00001","NOKIA","1","NI_L7M吉岡_1","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-08337_1","R001814741","NX-08337_00002","NOKIA","2","NI_L7M吉岡_2","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-08337_1","R001814741","NX-08337_00003","NOKIA","3","NI_L7M吉岡_3","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-08348_1","R001834065","NX-08348_00001","NOKIA","1","NI_L7M倉敷大内東_1","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-08348_1","R001834065","NX-08348_00002","NOKIA","2","NI_L7M倉敷大内東_2","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-08348_1","R001834065","NX-08348_00003","NOKIA","3","NI_L7M倉敷大内東_3","700M","61-026","6134623","10MHz","700MHz-LTE","N0011","0"
"NX-08399_1","R001979778","NX-08399_00001","NOKIA","1","NI_L7M岡山新築港_1","700M","61-011","6361507","10MHz","700MHz-LTE","N0011","0"
"NX-08399_1","R001979778","NX-08399_00002","NOKIA","2","NI_L7M岡山新築港_2","700M","61-011","6361507","10MHz","700MHz-LTE","N0011","0"
"NX-08561_1","R001814776","NX-08561_00001","NOKIA","1","NI_L7M宇部妻崎開作_1","700M","63-015","6134754","10MHz","700MHz-LTE","N0011","0"
"NX-08561_1","R001814776","NX-08561_00002","NOKIA","2","NI_L7M宇部妻崎開作_2","700M","63-015","6134754","10MHz","700MHz-LTE","N0011","0"
"NX-08561_1","R001814776","NX-08561_00003","NOKIA","3","NI_L7M宇部妻崎開作_3","700M","63-015","6134754","10MHz","700MHz-LTE","N0011","0"
"NX-08573_1","R001834064","NX-08573_00001","NOKIA","1","NI_L7M下関市０４６Ｗ_1","700M","63-006","6134841","10MHz","700MHz-LTE","N0012","0"
"NX-08573_1","R001834064","NX-08573_00002","NOKIA","2","NI_L7M下関市０４６Ｗ_2","700M","63-006","6134841","10MHz","700MHz-LTE","N0012","0"
"NX-08573_1","R001834064","NX-08573_00003","NOKIA","3","NI_L7M下関市０４６Ｗ_3","700M","63-006","6134841","10MHz","700MHz-LTE","N0012","0"
"NX-08692_1","R001940349","NX-08692_00001","NOKIA","1","NI_L7M愛宕_1","700M","62-009","6361585","10MHz","700MHz-LTE","N0041","0"
"NX-08692_1","R001940349","NX-08692_00002","NOKIA","2","NI_L7M愛宕_2","700M","62-009","6361585","10MHz","700MHz-LTE","N0041","0"
"NX-08692_1","R001940349","NX-08692_00003","NOKIA","3","NI_L7M愛宕_3","700M","62-009","6361585","10MHz","700MHz-LTE","N0041","0"
"NX-08796_1","R001814749","NX-08796_00001","NOKIA","1","NI_L7M呉広中町_1","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08796_1","R001814749","NX-08796_00002","NOKIA","2","NI_L7M呉広中町_2","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08796_1","R001814749","NX-08796_00003","NOKIA","3","NI_L7M呉広中町_3","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08797_1","R001814750","NX-08797_00001","NOKIA","1","NI_L7M呉中通_1","700M","62-215","6134834","10MHz","700MHz-LTE","N0012","0"
"NX-08797_1","R001814750","NX-08797_00002","NOKIA","2","NI_L7M呉中通_2","700M","62-215","6134834","10MHz","700MHz-LTE","N0012","0"
"NX-08797_1","R001814750","NX-08797_00003","NOKIA","3","NI_L7M呉中通_3","700M","62-215","6134834","10MHz","700MHz-LTE","N0012","0"
"NX-08798_1","R001814751","NX-08798_00001","NOKIA","1","NI_L7M呉広中新開_1","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08798_1","R001814751","NX-08798_00002","NOKIA","2","NI_L7M呉広中新開_2","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08798_1","R001814751","NX-08798_00003","NOKIA","3","NI_L7M呉広中新開_3","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08801_1","R001814754","NX-08801_00001","NOKIA","1","NI_L7M尾道高須南_1","700M","62-057","6361521","10MHz","700MHz-LTE","N0012","0"
"NX-08801_1","R001814754","NX-08801_00002","NOKIA","2","NI_L7M尾道高須南_2","700M","62-057","6361521","10MHz","700MHz-LTE","N0012","0"
"NX-08801_1","R001814754","NX-08801_00003","NOKIA","3","NI_L7M尾道高須南_3","700M","62-057","6361521","10MHz","700MHz-LTE","N0012","0"
"NX-08804_1","R001814757","NX-08804_00001","NOKIA","1","NI_L7M駅家上山守_1","700M","62-072","6166579","10MHz","700MHz-LTE","N0011","0"
"NX-08804_1","R001814757","NX-08804_00002","NOKIA","2","NI_L7M駅家上山守_2","700M","62-072","6166579","10MHz","700MHz-LTE","N0011","0"
"NX-08804_1","R001814757","NX-08804_00003","NOKIA","3","NI_L7M駅家上山守_3","700M","62-072","6166579","10MHz","700MHz-LTE","N0011","0"
"NX-08805_1","R001814758","NX-08805_00001","NOKIA","1","NI_L7M神辺川北_1","700M","62-181","6401281","10MHz","700MHz-LTE","N0011","0"
"NX-08805_1","R001814758","NX-08805_00002","NOKIA","2","NI_L7M神辺川北_2","700M","62-181","6401281","10MHz","700MHz-LTE","N0011","0"
"NX-08807_1","R001814760","NX-08807_00001","NOKIA","1","NI_L7M呉阿賀中央_1","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08807_1","R001814760","NX-08807_00002","NOKIA","2","NI_L7M呉阿賀中央_2","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08807_1","R001814760","NX-08807_00003","NOKIA","3","NI_L7M呉阿賀中央_3","700M","62-038","6401301","10MHz","700MHz-LTE","N0012","0"
"NX-08812_1","R001826707","NX-08812_00001","NOKIA","1","NI_L7M呉三条_1","700M","62-215","6134834","10MHz","700MHz-LTE","N0012","0"
"NX-08812_1","R001826707","NX-08812_00002","NOKIA","2","NI_L7M呉三条_2","700M","62-215","6134834","10MHz","700MHz-LTE","N0012","0"
"NX-08812_1","R001826707","NX-08812_00003","NOKIA","3","NI_L7M呉三条_3","700M","62-215","6134834","10MHz","700MHz-LTE","N0012","0"
"NX-08814_1","R001834068","NX-08814_00001","NOKIA","1","NI_L7M三原市０１１Ｗ_1","700M","62-049","6242872","10MHz","700MHz-LTE","N0011","0"
"NX-08844_1","R001841348","NX-08844_00001","NOKIA","1","NI_L7M福山瀬戸地頭分_1","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-08844_1","R001841348","NX-08844_00002","NOKIA","2","NI_L7M福山瀬戸地頭分_2","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-08844_1","R001841348","NX-08844_00003","NOKIA","3","NI_L7M福山瀬戸地頭分_3","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-08845_1","R001841349","NX-08845_00001","NOKIA","1","NI_L7M福山赤坂町_1","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-08845_1","R001841349","NX-08845_00002","NOKIA","2","NI_L7M福山赤坂町_2","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-08845_1","R001841349","NX-08845_00003","NOKIA","3","NI_L7M福山赤坂町_3","700M","62-067","6361486","10MHz","700MHz-LTE","N0011","0"
"NX-08939_1","R001979848","NX-08939_00001","NOKIA","1","NI_L7M三原皆実東_1","700M","62-049","6242872","10MHz","700MHz-LTE","N0011","0"
"NY-00067_1","R001814098","NY-00067_00001","NOKIA","1","NI_L17GＥＭ広島山田町_1","1.7G","62-012","6361590","15MHz","1.7GHz-LTE","N0012","0"
"NY-00067_1","R001814098","NY-00067_00002","NOKIA","2","NI_L17GＥＭ広島山田町_2","1.7G","62-012","6361590","15MHz","1.7GHz-LTE","N0012","0"
"NY-00067_1","R001814098","NY-00067_00003","NOKIA","3","NI_L17GＥＭ広島山田町_3","1.7G","62-012","6361590","15MHz","1.7GHz-LTE","N0012","0"
"NY-00080_1","R001814121","NY-00080_00001","NOKIA","1","NI_L17GＥＭ安芸府中町城ヶ丘_1","1.7G","62-004","6401058","15MHz","1.7GHz-LTE","N0032","0"
"NY-00080_1","R001814121","NY-00080_00002","NOKIA","2","NI_L17GＥＭ安芸府中町城ヶ丘_2","1.7G","62-004","6401058","15MHz","1.7GHz-LTE","N0032","0"
"NY-00080_1","R001814121","NY-00080_00003","NOKIA","3","NI_L17GＥＭ安芸府中町城ヶ丘_3","1.7G","62-004","6401058","15MHz","1.7GHz-LTE","N0032","0"
"NY-00084_1","R001814124","NY-00084_00001","NOKIA","1","NI_L17GＥＭ広島己斐上_1","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-00084_1","R001814124","NY-00084_00002","NOKIA","2","NI_L17GＥＭ広島己斐上_2","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-00084_1","R001814124","NY-00084_00003","NOKIA","3","NI_L17GＥＭ広島己斐上_3","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-00099_1","R001814128","NY-00099_00001","NOKIA","1","NI_L17GＥＭ広島相田_1","1.7G","62-214","6365701","15MHz","1.7GHz-LTE","N0012","0"
"NY-00099_1","R001814128","NY-00099_00002","NOKIA","2","NI_L17GＥＭ広島相田_2","1.7G","62-214","6365701","15MHz","1.7GHz-LTE","N0012","0"
"NY-00099_1","R001814128","NY-00099_00003","NOKIA","3","NI_L17GＥＭ広島相田_3","1.7G","62-214","6365701","15MHz","1.7GHz-LTE","N0012","0"
"NY-00199_1","R001814142","NY-00199_00001","NOKIA","1","NI_L17GＥＭ尾道高須町_1","1.7G","62-057","6234304","15MHz","1.7GHz-LTE","N0011","0"
"NY-00199_1","R001814142","NY-00199_00002","NOKIA","2","NI_L17GＥＭ尾道高須町_2","1.7G","62-057","6234304","15MHz","1.7GHz-LTE","N0011","0"
"NY-00199_1","R001814142","NY-00199_00003","NOKIA","3","NI_L17GＥＭ尾道高須町_3","1.7G","62-057","6234304","15MHz","1.7GHz-LTE","N0011","0"
"NY-00202_1","R001814143","NY-00202_00001","NOKIA","1","NI_L17GＥＭ福山山手町_1","1.7G","62-067","6158529","15MHz","1.7GHz-LTE","N0012","0"
"NY-00202_1","R001814143","NY-00202_00002","NOKIA","2","NI_L17GＥＭ福山山手町_2","1.7G","62-067","6158529","15MHz","1.7GHz-LTE","N0012","0"
"NY-00202_1","R001814143","NY-00202_00003","NOKIA","3","NI_L17GＥＭ福山山手町_3","1.7G","62-067","6158529","15MHz","1.7GHz-LTE","N0012","0"
"NY-00230_1","R002016328","NY-00230_00001","NOKIA","1","NI_L17GＥＭ福山昭和町_1","1.7G","62-216","6463747","15MHz","1.7GHz-LTE","N0231","0"
"NY-00230_1","R002016328","NY-00230_00002","NOKIA","2","NI_L17GＥＭ福山昭和町_2","1.7G","62-216","6463747","15MHz","1.7GHz-LTE","N0231","0"
"NY-00230_1","R002016328","NY-00230_00003","NOKIA","3","NI_L17GＥＭ福山昭和町_3","1.7G","62-216","6463747","15MHz","1.7GHz-LTE","N0231","0"
"NY-00286_1","R001826714","NY-00286_00001","NOKIA","1","NI_L17GＥＭ倉敷石見町_1","1.7G","61-026","6375971","15MHz","1.7GHz-LTE","N0082","0"
"NY-00286_1","R001826714","NY-00286_00002","NOKIA","2","NI_L17GＥＭ倉敷石見町_2","1.7G","61-026","6375971","15MHz","1.7GHz-LTE","N0082","0"
"NY-00286_1","R001826714","NY-00286_00003","NOKIA","3","NI_L17GＥＭ倉敷石見町_3","1.7G","61-026","6375971","15MHz","1.7GHz-LTE","N0082","0"
"NY-00432_1","R001814220","NY-00432_00001","NOKIA","1","NI_L17GＥＭ下関長府八幡町_1","1.7G","63-004","6361630","15MHz","1.7GHz-LTE","N0012","0"
"NY-00432_1","R001814220","NY-00432_00002","NOKIA","2","NI_L17GＥＭ下関長府八幡町_2","1.7G","63-004","6361630","15MHz","1.7GHz-LTE","N0012","0"
"NY-00432_1","R001814220","NY-00432_00003","NOKIA","3","NI_L17GＥＭ下関長府八幡町_3","1.7G","63-004","6361630","15MHz","1.7GHz-LTE","N0012","0"
"NY-00493_1","R001814233","NY-00493_00001","NOKIA","1","NI_L17GＥＭ広島商工センター_1","1.7G","62-011","6134835","15MHz","1.7GHz-LTE","N0012","0"
"NY-00493_1","R001814233","NY-00493_00002","NOKIA","2","NI_L17GＥＭ広島商工センター_2","1.7G","62-011","6134835","15MHz","1.7GHz-LTE","N0012","0"
"NY-00493_1","R001814233","NY-00493_00003","NOKIA","3","NI_L17GＥＭ広島商工センター_3","1.7G","62-011","6134835","15MHz","1.7GHz-LTE","N0012","0"
"NY-00545_1","R001814244","NY-00545_00001","NOKIA","1","NI_L17GＥＭ倉敷笹沖_1","1.7G","61-026","6134624","15MHz","1.7GHz-LTE","N0012","0"
"NY-00545_1","R001814244","NY-00545_00002","NOKIA","2","NI_L17GＥＭ倉敷笹沖_2","1.7G","61-026","6134624","15MHz","1.7GHz-LTE","N0012","0"
"NY-00545_1","R001814244","NY-00545_00003","NOKIA","3","NI_L17GＥＭ倉敷笹沖_3","1.7G","61-026","6134624","15MHz","1.7GHz-LTE","N0012","0"
"NY-00608_1","R001814249","NY-00608_00001","NOKIA","1","NI_L17GＥＭ米子上福原_1","1.7G","64-009","6143343","15MHz","1.7GHz-LTE","N0012","0"
"NY-00608_1","R001814249","NY-00608_00002","NOKIA","2","NI_L17GＥＭ米子上福原_2","1.7G","64-009","6143343","15MHz","1.7GHz-LTE","N0012","0"
"NY-00608_1","R001814249","NY-00608_00003","NOKIA","3","NI_L17GＥＭ米子上福原_3","1.7G","64-009","6143343","15MHz","1.7GHz-LTE","N0012","0"
"NY-00623_1","R001814250","NY-00623_00001","NOKIA","1","NI_L17GＥＭ松江平成町_1","1.7G","65-001","6361562","15MHz","1.7GHz-LTE","N0042","0"
"NY-00623_1","R001814250","NY-00623_00002","NOKIA","2","NI_L17GＥＭ松江平成町_2","1.7G","65-001","6361562","15MHz","1.7GHz-LTE","N0042","0"
"NY-00623_1","R001814250","NY-00623_00003","NOKIA","3","NI_L17GＥＭ松江平成町_3","1.7G","65-001","6361562","15MHz","1.7GHz-LTE","N0042","0"
"NY-00629_1","R001814251","NY-00629_00001","NOKIA","1","NI_L17GＥＭ境港元町_1","1.7G","64-017","6361636","15MHz","1.7GHz-LTE","N0012","0"
"NY-00629_1","R001814251","NY-00629_00002","NOKIA","2","NI_L17GＥＭ境港元町_2","1.7G","64-017","6361636","15MHz","1.7GHz-LTE","N0012","0"
"NY-00629_1","R001814251","NY-00629_00003","NOKIA","3","NI_L17GＥＭ境港元町_3","1.7G","64-017","6361636","15MHz","1.7GHz-LTE","N0012","0"
"NY-00813_1","R001814292","NY-00813_00001","NOKIA","1","NI_L17GＥＭ広島高須台_1","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-00813_1","R001814292","NY-00813_00002","NOKIA","2","NI_L17GＥＭ広島高須台_2","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-00813_1","R001814292","NY-00813_00003","NOKIA","3","NI_L17GＥＭ広島高須台_3","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-00930_1","R001814320","NY-00930_00001","NOKIA","1","NY-00930_1_LTE_D002208390_60_1","1.7G","63-005","6345855","15MHz","1.7GHz-LTE","N0012","0"
"NY-00930_1","R001814320","NY-00930_00002","NOKIA","2","NY-00930_1_LTE_D002208390_60_2","1.7G","63-005","6345855","15MHz","1.7GHz-LTE","N0012","0"
"NY-00930_1","R001814320","NY-00930_00003","NOKIA","3","NY-00930_1_LTE_D002208390_60_3","1.7G","63-005","6345855","15MHz","1.7GHz-LTE","N0012","0"
"NY-01028_1","R001814335","NY-01028_00001","NOKIA","1","NI_L17GＥＭ出雲塩冶町_1","1.7G","65-011","6361504","15MHz","1.7GHz-LTE","N0012","0"
"NY-01028_1","R001814335","NY-01028_00002","NOKIA","2","NI_L17GＥＭ出雲塩冶町_2","1.7G","65-011","6361504","15MHz","1.7GHz-LTE","N0012","0"
"NY-01028_1","R001814335","NY-01028_00003","NOKIA","3","NI_L17GＥＭ出雲塩冶町_3","1.7G","65-011","6361504","15MHz","1.7GHz-LTE","N0012","0"
"NY-01042_1","R001814338","NY-01042_00001","NOKIA","1","NI_L17GＥＭ米子安倍_1","1.7G","64-013","6361617","15MHz","1.7GHz-LTE","N0012","0"
"NY-01042_1","R001814338","NY-01042_00002","NOKIA","2","NI_L17GＥＭ米子安倍_2","1.7G","64-013","6361617","15MHz","1.7GHz-LTE","N0012","0"
"NY-01042_1","R001814338","NY-01042_00003","NOKIA","3","NI_L17GＥＭ米子安倍_3","1.7G","64-013","6361617","15MHz","1.7GHz-LTE","N0012","0"
"NY-01063_1","R001814346","NY-01063_00001","NOKIA","1","NI_L17GＥＭ岡山高松原古才_1","1.7G","61-020","6361510","15MHz","1.7GHz-LTE","N0012","0"
"NY-01063_1","R001814346","NY-01063_00002","NOKIA","2","NI_L17GＥＭ岡山高松原古才_2","1.7G","61-020","6361510","15MHz","1.7GHz-LTE","N0012","0"
"NY-01063_1","R001814346","NY-01063_00003","NOKIA","3","NI_L17GＥＭ岡山高松原古才_3","1.7G","61-020","6361510","15MHz","1.7GHz-LTE","N0012","0"
"NY-01799_1","R001814359","NY-01799_00001","NOKIA","1","NI_L17GＥＭ広島田方_1","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-01799_1","R001814359","NY-01799_00002","NOKIA","2","NI_L17GＥＭ広島田方_2","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-01799_1","R001814359","NY-01799_00003","NOKIA","3","NI_L17GＥＭ広島田方_3","1.7G","62-012","6377590","15MHz","1.7GHz-LTE","N0052","0"
"NY-01803_1","R001826718","NY-01803_00001","NOKIA","1","NI_L17GＥＭ呉広白石_1","1.7G","62-038","6129194","15MHz","1.7GHz-LTE","N0011","0"
"NY-01803_1","R001826718","NY-01803_00002","NOKIA","2","NI_L17GＥＭ呉広白石_2","1.7G","62-038","6129194","15MHz","1.7GHz-LTE","N0011","0"
"NY-01803_1","R001826718","NY-01803_00003","NOKIA","3","NI_L17GＥＭ呉広白石_3","1.7G","62-038","6129194","15MHz","1.7GHz-LTE","N0011","0"
"NY-01865_1","R001814377","NY-01865_00001","NOKIA","1","NI_L17GＹｍ福山東町_1","1.7G","62-216","6357561","15MHz","1.7GHz-LTE","N0122","0"
"NY-01865_1","R001814377","NY-01865_00002","NOKIA","2","NI_L17GＹｍ福山東町_2","1.7G","62-216","6357561","15MHz","1.7GHz-LTE","N0122","0"
"NY-01865_1","R001814377","NY-01865_00003","NOKIA","3","NI_L17GＹｍ福山東町_3","1.7G","62-216","6357561","15MHz","1.7GHz-LTE","N0122","0"
"NY-01895_1","R001814389","NY-01895_00001","NOKIA","1","NI_L17GＹｍ福山光南町_1","1.7G","62-216","6357561","15MHz","1.7GHz-LTE","N0122","0"
