base_number,reserved_no,sector_managed_no,delete_flg,create_date,create_user,update_date,update_user,version_no
KY-06341,00,3,0,2021-04-28 07:17:35.909,GC_BATCH_002,2021-05-12 07:05:03.299,GC_BATCH_002,3
(1 row)
